grid_row_id,amount_scale_factor,amount_scale_factor_text,base_x_now,base_x_now_text,base_y_later,base_y_later_text,x_now,x_now_text,y_later,y_later_text,amount_multiplier,amount_multiplier_text,t_delay,time_delay_format,repeat_idx,user_pov,prompt_format,prompt,response,response_for_parse,thinking_trace_removed_for_parse,choice,choice_binary,patch_layer,prompt_len,question_mark_token_idx,question_mark_token_text,sentence_period_token_idx,sentence_period_token_text,baseline_candidate_immediate_text,baseline_candidate_delayed_text,baseline_immediate_sum_logprob,baseline_immediate_avg_logprob,baseline_immediate_token_count,baseline_delayed_sum_logprob,baseline_delayed_avg_logprob,baseline_delayed_token_count,baseline_delayed_minus_immediate_sum_logprob,baseline_delayed_minus_immediate_avg_logprob,baseline_forced_choice_prefers_delayed_sum,baseline_forced_choice_prefers_delayed_avg,baseline_forced_choice_p_delayed_from_sum,baseline_forced_choice_patch_applied
scale=1.4|mult=1.01|t=1825 days|repeat=1,1.4,1.4,100,100,101,101,140,140,141.4,141.4,1.01,1.01,1825 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 141.4$ in 1825 days. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 140$ now.,False,x_now,0.0,40,52,35,?,42,.,140$ now,141.4$ in 1825 days,-7.396328926086426,-1.479265809059143,5,-10.25448226928711,-0.7888063788414001,13,-2.8581533432006836,0.6904594302177429,0.0,1.0,0.05426138756693952,False
scale=1.4|mult=1.01|t=2 days|repeat=1,1.4,1.4,100,100,101,101,140,140,141.4,141.4,1.01,1.01,2 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 141.4$ in 2 days. What should I choose? Answer in just a few words.,Take the 141.4$ in 2 days.,Take the 141.4$ in 2 days.,False,y_later,1.0,40,49,32,?,39,.,140$ now,141.4$ in 2 days,-5.918488025665283,-1.1836975812911987,5,-5.28960657119751,-0.528960645198822,10,0.6288814544677734,0.6547369360923767,1.0,1.0,0.6522357921481658,False
scale=1.4|mult=1.01|t=30 days|repeat=1,1.4,1.4,100,100,101,101,140,140,141.4,141.4,1.01,1.01,30 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 141.4$ in 30 days. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 140$ now.,False,x_now,0.0,40,50,33,?,40,.,140$ now,141.4$ in 30 days,-5.106170177459717,-1.0212340354919434,5,-4.888821125030518,-0.44443830847740173,11,0.21734905242919922,0.5767957270145416,1.0,1.0,0.5541243583684952,False
scale=1.4|mult=1.01|t=365 days|repeat=1,1.4,1.4,100,100,101,101,140,140,141.4,141.4,1.01,1.01,365 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 141.4$ in 365 days. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 140$ now.,False,x_now,0.0,40,51,34,?,41,.,140$ now,141.4$ in 365 days,-6.50364875793457,-1.300729751586914,5,-8.280147552490234,-0.6900123357772827,12,-1.776498794555664,0.6107174158096313,0.0,1.0,0.14473600066291248,False
scale=1.4|mult=1.01|t=3650 days|repeat=1,1.4,1.4,100,100,101,101,140,140,141.4,141.4,1.01,1.01,3650 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 141.4$ in 3650 days. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 140$ now.,False,x_now,0.0,40,52,35,?,42,.,140$ now,141.4$ in 3650 days,-7.176165580749512,-1.4352331161499023,5,-10.258785247802734,-0.7891373634338379,13,-3.0826196670532227,0.6460957527160645,0.0,1.0,0.04382989690525083,False
scale=1.4|mult=1.01|t=7 days|repeat=1,1.4,1.4,100,100,101,101,140,140,141.4,141.4,1.01,1.01,7 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 141.4$ in 7 days. What should I choose? Answer in just a few words.,Take the 141.4$ in 7 days.,Take the 141.4$ in 7 days.,False,y_later,1.0,40,49,32,?,39,.,140$ now,141.4$ in 7 days,-6.879970550537109,-1.375994086265564,5,-4.32301139831543,-0.4323011338710785,10,2.5569591522216797,0.9436929523944855,1.0,1.0,0.9280396477921085,False
scale=1.4|mult=1.01|t=730 days|repeat=1,1.4,1.4,100,100,101,101,140,140,141.4,141.4,1.01,1.01,730 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 141.4$ in 730 days. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 140$ now.,False,x_now,0.0,40,51,34,?,41,.,140$ now,141.4$ in 730 days,-7.058581352233887,-1.411716341972351,5,-9.45596981048584,-0.7879974842071533,12,-2.397388458251953,0.6237188577651978,0.0,1.0,0.08337205650985682,False
scale=1.4|mult=1.01|t=8 hours|repeat=1,1.4,1.4,100,100,101,101,140,140,141.4,141.4,1.01,1.01,8 hours,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 141.4$ in 8 hours. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 140$ now.,False,x_now,0.0,40,49,32,?,39,.,140$ now,141.4$ in 8 hours,-6.204988956451416,-1.2409977912902832,5,-7.189326286315918,-0.7189326286315918,10,-0.984337329864502,0.5220651626586914,0.0,1.0,0.2720320108693417,False
scale=1.4|mult=1.01|t=90 days|repeat=1,1.4,1.4,100,100,101,101,140,140,141.4,141.4,1.01,1.01,90 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 141.4$ in 90 days. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 140$ now.,False,x_now,0.0,40,50,33,?,40,.,140$ now,141.4$ in 90 days,-5.468453407287598,-1.0936907529830933,5,-5.406624794006348,-0.49151134490966797,11,0.06182861328125,0.6021794080734253,1.0,1.0,0.5154522310972357,False
scale=1.4|mult=1.1|t=1 day|repeat=1,1.4,1.4,100,100,110,110,140,140,154.0,154,1.1,1.1,1 day,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 154$ in 1 day. What should I choose? Answer in just a few words.,Take the 154$ in 1 day.,Take the 154$ in 1 day.,False,y_later,1.0,40,47,30,?,37,.,140$ now,154$ in 1 day,-6.5568108558654785,-1.3113621473312378,5,-5.514315128326416,-0.689289391040802,8,1.0424957275390625,0.6220727562904358,1.0,1.0,0.7393312712623533,False
scale=1.4|mult=1.1|t=1 hour|repeat=1,1.4,1.4,100,100,110,110,140,140,154.0,154,1.1,1.1,1 hour,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 154$ in 1 hour. What should I choose? Answer in just a few words.,Take the 154$ in 1 hour.,Take the 154$ in 1 hour.,False,y_later,1.0,40,47,30,?,37,.,140$ now,154$ in 1 hour,-6.870190143585205,-1.3740381002426147,5,-4.809873580932617,-0.6012341976165771,8,2.060316562652588,0.7728039026260376,1.0,1.0,0.8869859066598851,False
scale=1.4|mult=1.1|t=1095 days|repeat=1,1.4,1.4,100,100,110,110,140,140,154.0,154,1.1,1.1,1095 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 154$ in 1095 days. What should I choose? Answer in just a few words.,Take the $140 now.,Take the $140 now.,False,x_now,0.0,40,50,33,?,40,.,140$ now,154$ in 1095 days,-6.717975616455078,-1.3435951471328735,5,-9.14620304107666,-0.8314730525016785,11,-2.428227424621582,0.5121220946311951,0.0,1.0,0.08104538536591847,False
scale=1.4|mult=1.1|t=1825 days|repeat=1,1.4,1.4,100,100,110,110,140,140,154.0,154,1.1,1.1,1825 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 154$ in 1825 days. What should I choose? Answer in just a few words.,Take the $140 now.,Take the $140 now.,False,x_now,0.0,40,50,33,?,40,.,140$ now,154$ in 1825 days,-6.647455215454102,-1.3294910192489624,5,-9.300848960876465,-0.8455317616462708,11,-2.6533937454223633,0.48395925760269165,0.0,1.0,0.06578014566509491,False
scale=1.4|mult=1.1|t=2 days|repeat=1,1.4,1.4,100,100,110,110,140,140,154.0,154,1.1,1.1,2 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 154$ in 2 days. What should I choose? Answer in just a few words.,Take the 154$ in 2 days.,Take the 154$ in 2 days.,False,y_later,1.0,40,47,30,?,37,.,140$ now,154$ in 2 days,-6.374473571777344,-1.2748947143554688,5,-4.672363758087158,-0.5840454697608948,8,1.7021098136901855,0.690849244594574,1.0,1.0,0.845810087871156,False
scale=1.4|mult=1.1|t=30 days|repeat=1,1.4,1.4,100,100,110,110,140,140,154.0,154,1.1,1.1,30 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 154$ in 30 days. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 140$ now.,False,x_now,0.0,40,48,31,?,38,.,140$ now,154$ in 30 days,-5.199731826782227,-1.039946436882019,5,-4.316195964813232,-0.47957733273506165,9,0.8835358619689941,0.5603691041469574,1.0,1.0,0.7075544023624438,False
scale=1.4|mult=1.1|t=365 days|repeat=1,1.4,1.4,100,100,110,110,140,140,154.0,154,1.1,1.1,365 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 154$ in 365 days. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 140$ now.,False,x_now,0.0,40,49,32,?,39,.,140$ now,154$ in 365 days,-6.463512897491455,-1.292702555656433,5,-8.17811107635498,-0.817811131477356,10,-1.7145981788635254,0.47489142417907715,0.0,1.0,0.15256826154057743,False
scale=1.4|mult=1.1|t=3650 days|repeat=1,1.4,1.4,100,100,110,110,140,140,154.0,154,1.1,1.1,3650 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 154$ in 3650 days. What should I choose? Answer in just a few words.,Take the $140 now.,Take the $140 now.,False,x_now,0.0,40,50,33,?,40,.,140$ now,154$ in 3650 days,-6.94987678527832,-1.3899754285812378,5,-10.201826095581055,-0.9274387359619141,11,-3.2519493103027344,0.46253669261932373,0.0,1.0,0.03725690476431087,False
scale=1.4|mult=1.1|t=7 days|repeat=1,1.4,1.4,100,100,110,110,140,140,154.0,154,1.1,1.1,7 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 154$ in 7 days. What should I choose? Answer in just a few words.,Take the 154$ in 7 days.,Take the 154$ in 7 days.,False,y_later,1.0,40,47,30,?,37,.,140$ now,154$ in 7 days,-5.731217861175537,-1.1462435722351074,5,-2.9438319206237793,-0.3679789900779724,8,2.787385940551758,0.778264582157135,1.0,1.0,0.9419903656396171,False
scale=1.4|mult=1.1|t=730 days|repeat=1,1.4,1.4,100,100,110,110,140,140,154.0,154,1.1,1.1,730 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 154$ in 730 days. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 140$ now.,False,x_now,0.0,40,49,32,?,39,.,140$ now,154$ in 730 days,-6.177441596984863,-1.2354882955551147,5,-8.72722053527832,-0.8727220892906189,10,-2.549778938293457,0.36276620626449585,0.0,1.0,0.07244133788741748,False
scale=1.4|mult=1.1|t=8 hours|repeat=1,1.4,1.4,100,100,110,110,140,140,154.0,154,1.1,1.1,8 hours,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 154$ in 8 hours. What should I choose? Answer in just a few words.,Take the 154$ in 8 hours.,Take the 154$ in 8 hours.,False,y_later,1.0,40,47,30,?,37,.,140$ now,154$ in 8 hours,-6.423185348510742,-1.2846370935440063,5,-5.1482391357421875,-0.6435298919677734,8,1.2749462127685547,0.6411072015762329,1.0,1.0,0.7815882821286105,False
scale=1.4|mult=1.1|t=90 days|repeat=1,1.4,1.4,100,100,110,110,140,140,154.0,154,1.1,1.1,90 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 154$ in 90 days. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 140$ now.,False,x_now,0.0,40,48,31,?,38,.,140$ now,154$ in 90 days,-5.5597615242004395,-1.111952304840088,5,-5.141437530517578,-0.5712708234786987,9,0.41832399368286133,0.5406814813613892,1.0,1.0,0.6030821267970834,False
scale=1.4|mult=1.5|t=1 day|repeat=1,1.4,1.4,100,100,150,150,140,140,210.0,210,1.5,1.5,1 day,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 210$ in 1 day. What should I choose? Answer in just a few words.,Take the 210$ in 1 day.,Take the 210$ in 1 day.,False,y_later,1.0,40,47,30,?,37,.,140$ now,210$ in 1 day,-11.323302268981934,-2.264660596847534,5,-4.634825706481934,-0.5793532133102417,8,6.6884765625,1.6853073835372925,1.0,1.0,0.9987563702607024,False
scale=1.4|mult=1.5|t=1 hour|repeat=1,1.4,1.4,100,100,150,150,140,140,210.0,210,1.5,1.5,1 hour,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 210$ in 1 hour. What should I choose? Answer in just a few words.,Take the 210$ in 1 hour.,Take the 210$ in 1 hour.,False,y_later,1.0,40,47,30,?,37,.,140$ now,210$ in 1 hour,-13.003764152526855,-2.600752830505371,5,-4.376358509063721,-0.5470448136329651,8,8.627405643463135,2.053708016872406,1.0,1.0,0.9998209033146251,False
scale=1.4|mult=1.5|t=1095 days|repeat=1,1.4,1.4,100,100,150,150,140,140,210.0,210,1.5,1.5,1095 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 210$ in 1095 days. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 140$ now.,False,x_now,0.0,40,50,33,?,40,.,140$ now,210$ in 1095 days,-7.912093639373779,-1.5824187994003296,5,-6.379569053649902,-0.579960823059082,11,1.532524585723877,1.0024579763412476,1.0,1.0,0.82237539100201,False
scale=1.4|mult=1.5|t=1825 days|repeat=1,1.4,1.4,100,100,150,150,140,140,210.0,210,1.5,1.5,1825 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 210$ in 1825 days. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 140$ now.,False,x_now,0.0,40,50,33,?,40,.,140$ now,210$ in 1825 days,-7.806556224822998,-1.5613112449645996,5,-6.483078956604004,-0.589370846748352,11,1.3234772682189941,0.9719403982162476,1.0,1.0,0.7897596515962569,False
scale=1.4|mult=1.5|t=2 days|repeat=1,1.4,1.4,100,100,150,150,140,140,210.0,210,1.5,1.5,2 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 210$ in 2 days. What should I choose? Answer in just a few words.,Take the 210$ in 2 days.,Take the 210$ in 2 days.,False,y_later,1.0,40,47,30,?,37,.,140$ now,210$ in 2 days,-11.386632919311523,-2.2773265838623047,5,-4.42677116394043,-0.5533463954925537,8,6.959861755371094,1.723980188369751,1.0,1.0,0.9990516723878101,False
scale=1.4|mult=1.5|t=30 days|repeat=1,1.4,1.4,100,100,150,150,140,140,210.0,210,1.5,1.5,30 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 210$ in 30 days. What should I choose? Answer in just a few words.,Take the 210$ in 30 days.,Take the 210$ in 30 days.,False,y_later,1.0,40,48,31,?,38,.,140$ now,210$ in 30 days,-9.784501075744629,-1.9569002389907837,5,-4.029163837432861,-0.4476848840713501,9,5.755337238311768,1.5092153549194336,1.0,1.0,0.9968441521167524,False
scale=1.4|mult=1.5|t=365 days|repeat=1,1.4,1.4,100,100,150,150,140,140,210.0,210,1.5,1.5,365 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 210$ in 365 days. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 140$ now.,False,x_now,0.0,40,49,32,?,39,.,140$ now,210$ in 365 days,-8.086315155029297,-1.6172630786895752,5,-6.936840534210205,-0.6936840415000916,10,1.1494746208190918,0.9235790371894836,1.0,1.0,0.759414941212797,False
scale=1.4|mult=1.5|t=3650 days|repeat=1,1.4,1.4,100,100,150,150,140,140,210.0,210,1.5,1.5,3650 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 210$ in 3650 days. What should I choose? Answer in just a few words.,Take the $140 now.,Take the $140 now.,False,x_now,0.0,40,50,33,?,40,.,140$ now,210$ in 3650 days,-7.615784645080566,-1.523157000541687,5,-6.767677307128906,-0.6152434349060059,11,0.8481073379516602,0.9079135656356812,1.0,1.0,0.7001699627630464,False
scale=1.4|mult=1.5|t=7 days|repeat=1,1.4,1.4,100,100,150,150,140,140,210.0,210,1.5,1.5,7 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 210$ in 7 days. What should I choose? Answer in just a few words.,Take the 210$ in 7 days.,Take the 210$ in 7 days.,False,y_later,1.0,40,47,30,?,37,.,140$ now,210$ in 7 days,-10.038439750671387,-2.007688045501709,5,-3.3775362968444824,-0.4221920371055603,8,6.660903453826904,1.5854960083961487,1.0,1.0,0.9987216468420484,False
scale=1.4|mult=1.5|t=730 days|repeat=1,1.4,1.4,100,100,150,150,140,140,210.0,210,1.5,1.5,730 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 210$ in 730 days. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 140$ now.,False,x_now,0.0,40,49,32,?,39,.,140$ now,210$ in 730 days,-7.956906318664551,-1.591381311416626,5,-6.289175987243652,-0.6289176344871521,10,1.6677303314208984,0.9624636769294739,1.0,1.0,0.8412729807652599,False
scale=1.4|mult=1.5|t=8 hours|repeat=1,1.4,1.4,100,100,150,150,140,140,210.0,210,1.5,1.5,8 hours,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 210$ in 8 hours. What should I choose? Answer in just a few words.,Take the 210$ in 8 hours.,Take the 210$ in 8 hours.,False,y_later,1.0,40,47,30,?,37,.,140$ now,210$ in 8 hours,-12.18478012084961,-2.4369561672210693,5,-5.720949649810791,-0.7151187062263489,8,6.463830471038818,1.7218374609947205,1.0,1.0,0.9984436128461107,False
scale=1.4|mult=1.5|t=90 days|repeat=1,1.4,1.4,100,100,150,150,140,140,210.0,210,1.5,1.5,90 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 210$ in 90 days. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 140$ now.,False,x_now,0.0,40,48,31,?,38,.,140$ now,210$ in 90 days,-7.804137229919434,-1.5608274936676025,5,-5.368945598602295,-0.5965495109558105,9,2.4351916313171387,0.964277982711792,1.0,1.0,0.9194717770631207,False
scale=1.4|mult=2|t=1 day|repeat=1,1.4,1.4,100,100,200,200,140,140,280.0,280,2.0,2,1 day,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 280$ in 1 day. What should I choose? Answer in just a few words.,Take the 280$ in 1 day.,Take the 280$ in 1 day.,False,y_later,1.0,40,47,30,?,37,.,140$ now,280$ in 1 day,-11.118144989013672,-2.2236289978027344,5,-4.466010093688965,-0.5582512617111206,8,6.652134895324707,1.6653777360916138,1.0,1.0,0.9987104027579369,False
scale=1.4|mult=2|t=1 hour|repeat=1,1.4,1.4,100,100,200,200,140,140,280.0,280,2.0,2,1 hour,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 280$ in 1 hour. What should I choose? Answer in just a few words.,Take the 280$ in 1 hour.,Take the 280$ in 1 hour.,False,y_later,1.0,40,47,30,?,37,.,140$ now,280$ in 1 hour,-12.927237510681152,-2.5854475498199463,5,-4.586676120758057,-0.5733345150947571,8,8.340561389923096,2.012113034725189,1.0,1.0,0.9997614185985003,False
scale=1.4|mult=2|t=1095 days|repeat=1,1.4,1.4,100,100,200,200,140,140,280.0,280,2.0,2,1095 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 280$ in 1095 days. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 140$ now.,False,x_now,0.0,40,50,33,?,40,.,140$ now,280$ in 1095 days,-7.983078479766846,-1.5966156721115112,5,-6.315293788909912,-0.5741176605224609,11,1.6677846908569336,1.0224980115890503,1.0,1.0,0.8412802393957238,False
scale=1.4|mult=2|t=1825 days|repeat=1,1.4,1.4,100,100,200,200,140,140,280.0,280,2.0,2,1825 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 280$ in 1825 days. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 140$ now.,False,x_now,0.0,40,50,33,?,40,.,140$ now,280$ in 1825 days,-7.8903374671936035,-1.5780675411224365,5,-6.108636379241943,-0.5553305745124817,11,1.7817010879516602,1.0227369666099548,1.0,1.0,0.8559067887377848,False
scale=1.4|mult=2|t=2 days|repeat=1,1.4,1.4,100,100,200,200,140,140,280.0,280,2.0,2,2 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 280$ in 2 days. What should I choose? Answer in just a few words.,Take the 280$ in 2 days.,Take the 280$ in 2 days.,False,y_later,1.0,40,47,30,?,37,.,140$ now,280$ in 2 days,-11.521184921264648,-2.304237127304077,5,-4.218861103057861,-0.5273576378822327,8,7.302323818206787,1.7768794894218445,1.0,1.0,0.9993264831621852,False
scale=1.4|mult=2|t=30 days|repeat=1,1.4,1.4,100,100,200,200,140,140,280.0,280,2.0,2,30 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 280$ in 30 days. What should I choose? Answer in just a few words.,Take the 280$ in 30 days.,Take the 280$ in 30 days.,False,y_later,1.0,40,48,31,?,38,.,140$ now,280$ in 30 days,-10.604103088378906,-2.1208207607269287,5,-4.101423263549805,-0.45571368932724,9,6.502679824829102,1.6651070713996887,1.0,1.0,0.9985028292483051,False
scale=1.4|mult=2|t=365 days|repeat=1,1.4,1.4,100,100,200,200,140,140,280.0,280,2.0,2,365 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 280$ in 365 days. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 140$ now.,False,x_now,0.0,40,49,32,?,39,.,140$ now,280$ in 365 days,-8.172083854675293,-1.6344168186187744,5,-7.562210559844971,-0.7562210559844971,10,0.6098732948303223,0.8781957626342773,1.0,1.0,0.6479118983767521,False
scale=1.4|mult=2|t=3650 days|repeat=1,1.4,1.4,100,100,200,200,140,140,280.0,280,2.0,2,3650 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 280$ in 3650 days. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 140$ now.,False,x_now,0.0,40,50,33,?,40,.,140$ now,280$ in 3650 days,-7.893106937408447,-1.5786213874816895,5,-6.8583149909973145,-0.6234831809997559,11,1.0347919464111328,0.9551382064819336,1.0,1.0,0.7378438593153034,False
scale=1.4|mult=2|t=7 days|repeat=1,1.4,1.4,100,100,200,200,140,140,280.0,280,2.0,2,7 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 280$ in 7 days. What should I choose? Answer in just a few words.,Take the 280$ in 7 days.,Take the 280$ in 7 days.,False,y_later,1.0,40,47,30,?,37,.,140$ now,280$ in 7 days,-11.26428508758545,-2.252856969833374,5,-3.440906047821045,-0.4301132559776306,8,7.823379039764404,1.8227437138557434,1.0,1.0,0.9995998932720441,False
scale=1.4|mult=2|t=730 days|repeat=1,1.4,1.4,100,100,200,200,140,140,280.0,280,2.0,2,730 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 280$ in 730 days. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 140$ now.,False,x_now,0.0,40,49,32,?,39,.,140$ now,280$ in 730 days,-8.180270195007324,-1.6360540390014648,5,-6.909321308135986,-0.6909321546554565,10,1.270948886871338,0.9451218843460083,1.0,1.0,0.7809051384249796,False
scale=1.4|mult=2|t=8 hours|repeat=1,1.4,1.4,100,100,200,200,140,140,280.0,280,2.0,2,8 hours,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 280$ in 8 hours. What should I choose? Answer in just a few words.,Take the 280$ in 8 hours.,Take the 280$ in 8 hours.,False,y_later,1.0,40,47,30,?,37,.,140$ now,280$ in 8 hours,-12.800684928894043,-2.5601370334625244,5,-5.719104290008545,-0.7148880362510681,8,7.081580638885498,1.8452489972114563,1.0,1.0,0.9991602620923958,False
scale=1.4|mult=2|t=90 days|repeat=1,1.4,1.4,100,100,200,200,140,140,280.0,280,2.0,2,90 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 280$ in 90 days. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 140$ now.,False,x_now,0.0,40,48,31,?,38,.,140$ now,280$ in 90 days,-8.084371566772461,-1.61687433719635,5,-5.6451263427734375,-0.6272362470626831,9,2.4392452239990234,0.989638090133667,1.0,1.0,0.9197714090671308,False
scale=1.4|mult=5|t=1 day|repeat=1,1.4,1.4,100,100,500,500,140,140,700.0,700,5.0,5,1 day,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 700$ in 1 day. What should I choose? Answer in just a few words.,Take the 700$ in 1 day.,Take the 700$ in 1 day.,False,y_later,1.0,40,47,30,?,37,.,140$ now,700$ in 1 day,-10.438935279846191,-2.08778715133667,5,-2.657862901687622,-0.33223286271095276,8,7.781072378158569,1.7555542886257172,1.0,1.0,0.9995826101392864,False
scale=1.4|mult=5|t=1 hour|repeat=1,1.4,1.4,100,100,500,500,140,140,700.0,700,5.0,5,1 hour,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 700$ in 1 hour. What should I choose? Answer in just a few words.,Take the 700$ in 1 hour.,Take the 700$ in 1 hour.,False,y_later,1.0,40,47,30,?,37,.,140$ now,700$ in 1 hour,-9.73167610168457,-1.9463351964950562,5,-2.8517043590545654,-0.3564630448818207,8,6.879971742630005,1.5898721516132355,1.0,1.0,0.9989728829558815,False
scale=1.4|mult=5|t=1095 days|repeat=1,1.4,1.4,100,100,500,500,140,140,700.0,700,5.0,5,1095 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 700$ in 1095 days. What should I choose? Answer in just a few words.,Take the 700$ in 1095 days.,Take the 700$ in 1095 days.,False,y_later,1.0,40,50,33,?,40,.,140$ now,700$ in 1095 days,-9.37898063659668,-1.8757961988449097,5,-3.10691237449646,-0.28244659304618835,11,6.27206826210022,1.5933496057987213,1.0,1.0,0.9981152400251182,False
scale=1.4|mult=5|t=1825 days|repeat=1,1.4,1.4,100,100,500,500,140,140,700.0,700,5.0,5,1825 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 700$ in 1825 days. What should I choose? Answer in just a few words.,Take the $700 in 1825 days.,Take the $700 in 1825 days.,False,y_later,1.0,40,50,33,?,40,.,140$ now,700$ in 1825 days,-8.90841007232666,-1.781682014465332,5,-3.433464765548706,-0.31213316321372986,11,5.474945306777954,1.4695488512516022,1.0,1.0,0.9958270289255575,False
scale=1.4|mult=5|t=2 days|repeat=1,1.4,1.4,100,100,500,500,140,140,700.0,700,5.0,5,2 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 700$ in 2 days. What should I choose? Answer in just a few words.,Take the 700$ in 2 days.,Take the 700$ in 2 days.,False,y_later,1.0,40,47,30,?,37,.,140$ now,700$ in 2 days,-11.716513633728027,-2.3433027267456055,5,-2.2927520275115967,-0.2865940034389496,8,9.42376160621643,2.056708723306656,1.0,1.0,0.9999192249465495,False
scale=1.4|mult=5|t=30 days|repeat=1,1.4,1.4,100,100,500,500,140,140,700.0,700,5.0,5,30 days,day_counts,1,True,user_pov_time_utility_question,I have an offer to take 140$ now or 700$ in 30 days. What should I choose? Answer in just a few words.,Take the 700$ in 30 days.,Take the 700$ in 30 days.,False,y_later,1.0,40,48,31,?,38,.,140$ now,700$ in 30 days,-9.495573043823242,-1.8991146087646484,5,-1.91159987449646,-0.21239998936653137,9,7.583973169326782,1.686714619398117,1.0,1.0,0.9994917217767604,False
