patch_case_id,patch_family,patch_subtype,clean_grid_row_id,corrupt_grid_row_id,clean_choice,corrupt_choice,clean_choice_binary,corrupt_choice_binary,clean_amount_scale_factor_text,corrupt_amount_scale_factor_text,clean_amount_multiplier_text,corrupt_amount_multiplier_text,clean_t_delay,corrupt_t_delay,clean_x_now_text,clean_y_later_text,corrupt_x_now_text,corrupt_y_later_text,repeat_idx,clean_prompt,corrupt_prompt,clean_response,corrupt_response,case_clean_minus_corrupt_binary
t_00012,corrupt_t,closest_delay_pair_longer_into_shorter,scale=0.5|mult=1.01|t=2 days|repeat=1,scale=0.5|mult=1.01|t=1 day|repeat=1,x_now,y_later,0.0,1.0,0.5,0.5,1.01,1.01,2 days,1 day,50,50.5,50,50.5,1,I have an offer to take 50$ now or 50.5$ in 2 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 50.5$ in 1 day. What should I choose? Answer in just a few words.,Take $50 now.,Take the 50.5$ in 1 day.,-1.0
t_00013,corrupt_t,closest_delay_pair_shorter_into_longer,scale=0.5|mult=1.1|t=30 days|repeat=1,scale=0.5|mult=1.1|t=90 days|repeat=1,y_later,x_now,1.0,0.0,0.5,0.5,1.1,1.1,30 days,90 days,50,55,50,55,1,I have an offer to take 50$ now or 55$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 55$ in 90 days. What should I choose? Answer in just a few words.,Take the $55 in 30 days.,Take the $50 now.,1.0
t_00014,corrupt_t,closest_delay_pair_longer_into_shorter,scale=0.5|mult=1.1|t=90 days|repeat=1,scale=0.5|mult=1.1|t=30 days|repeat=1,x_now,y_later,0.0,1.0,0.5,0.5,1.1,1.1,90 days,30 days,50,55,50,55,1,I have an offer to take 50$ now or 55$ in 90 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 55$ in 30 days. What should I choose? Answer in just a few words.,Take the $50 now.,Take the $55 in 30 days.,-1.0
t_00015,corrupt_t,closest_delay_pair_shorter_into_longer,scale=0.5|mult=1.5|t=7 days|repeat=1,scale=0.5|mult=1.5|t=30 days|repeat=1,y_later,x_now,1.0,0.0,0.5,0.5,1.5,1.5,7 days,30 days,50,75,50,75,1,I have an offer to take 50$ now or 75$ in 7 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 75$ in 30 days. What should I choose? Answer in just a few words.,Take the 75$ in 7 days.,"It depends on your financial needs and the opportunity cost. If you can wait and don't need the money urgently, 75$ in 30 days is better. Otherwise, take the 50$ now.",1.0
t_00016,corrupt_t,closest_delay_pair_longer_into_shorter,scale=0.5|mult=1.5|t=30 days|repeat=1,scale=0.5|mult=1.5|t=7 days|repeat=1,x_now,y_later,0.0,1.0,0.5,0.5,1.5,1.5,30 days,7 days,50,75,50,75,1,I have an offer to take 50$ now or 75$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 75$ in 7 days. What should I choose? Answer in just a few words.,"It depends on your financial needs and the opportunity cost. If you can wait and don't need the money urgently, 75$ in 30 days is better. Otherwise, take the 50$ now.",Take the 75$ in 7 days.,-1.0
t_00017,corrupt_t,closest_delay_pair_shorter_into_longer,scale=0.5|mult=2|t=90 days|repeat=1,scale=0.5|mult=2|t=365 days|repeat=1,y_later,x_now,1.0,0.0,0.5,0.5,2,2,90 days,365 days,50,100,50,100,1,I have an offer to take 50$ now or 100$ in 90 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 100$ in 365 days. What should I choose? Answer in just a few words.,"It depends on your financial needs and the interest rate you could earn on $50 in 90 days. If you can invest the $50 and earn more than ~7.7% annually, take it now. Otherwise, take $100 in 90 days.",Take the $50 now.,1.0
t_00018,corrupt_t,closest_delay_pair_longer_into_shorter,scale=0.5|mult=2|t=365 days|repeat=1,scale=0.5|mult=2|t=90 days|repeat=1,x_now,y_later,0.0,1.0,0.5,0.5,2,2,365 days,90 days,50,100,50,100,1,I have an offer to take 50$ now or 100$ in 365 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 100$ in 90 days. What should I choose? Answer in just a few words.,Take the $50 now.,"It depends on your financial needs and the interest rate you could earn on $50 in 90 days. If you can invest the $50 and earn more than ~7.7% annually, take it now. Otherwise, take $100 in 90 days.",-1.0
t_00019,corrupt_t,closest_delay_pair_shorter_into_longer,scale=0.5|mult=5|t=1825 days|repeat=1,scale=0.5|mult=5|t=3650 days|repeat=1,y_later,x_now,1.0,0.0,0.5,0.5,5,5,1825 days,3650 days,50,250,50,250,1,I have an offer to take 50$ now or 250$ in 1825 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 250$ in 3650 days. What should I choose? Answer in just a few words.,Take the 250$ in 1825 days.,Take the 50$ now.,1.0
t_00020,corrupt_t,closest_delay_pair_longer_into_shorter,scale=0.5|mult=5|t=3650 days|repeat=1,scale=0.5|mult=5|t=1825 days|repeat=1,x_now,y_later,0.0,1.0,0.5,0.5,5,5,3650 days,1825 days,50,250,50,250,1,I have an offer to take 50$ now or 250$ in 3650 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 250$ in 1825 days. What should I choose? Answer in just a few words.,Take the 50$ now.,Take the 250$ in 1825 days.,-1.0
t_00021,corrupt_t,closest_delay_pair_shorter_into_longer,scale=0.5|mult=10|t=1095 days|repeat=1,scale=0.5|mult=10|t=1825 days|repeat=1,y_later,x_now,1.0,0.0,0.5,0.5,10,10,1095 days,1825 days,50,500,50,500,1,I have an offer to take 50$ now or 500$ in 1095 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 500$ in 1825 days. What should I choose? Answer in just a few words.,Take the 500$ in 1095 days.,Take the $50 now.,1.0
t_00022,corrupt_t,closest_delay_pair_longer_into_shorter,scale=0.5|mult=10|t=1825 days|repeat=1,scale=0.5|mult=10|t=1095 days|repeat=1,x_now,y_later,0.0,1.0,0.5,0.5,10,10,1825 days,1095 days,50,500,50,500,1,I have an offer to take 50$ now or 500$ in 1825 days. What should I choose? Answer in just a few words.,I have an offer to take 50$ now or 500$ in 1095 days. What should I choose? Answer in just a few words.,Take the $50 now.,Take the 500$ in 1095 days.,-1.0
t_00023,corrupt_t,closest_delay_pair_shorter_into_longer,scale=0.7|mult=1.01|t=30 days|repeat=1,scale=0.7|mult=1.01|t=90 days|repeat=1,y_later,x_now,1.0,0.0,0.7,0.7,1.01,1.01,30 days,90 days,70,70.7,70,70.7,1,I have an offer to take 70$ now or 70.7$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 70$ now or 70.7$ in 90 days. What should I choose? Answer in just a few words.,Take the 70.7$ in 30 days.,Take the 70$ now.,1.0
t_00024,corrupt_t,closest_delay_pair_longer_into_shorter,scale=0.7|mult=1.01|t=90 days|repeat=1,scale=0.7|mult=1.01|t=30 days|repeat=1,x_now,y_later,0.0,1.0,0.7,0.7,1.01,1.01,90 days,30 days,70,70.7,70,70.7,1,I have an offer to take 70$ now or 70.7$ in 90 days. What should I choose? Answer in just a few words.,I have an offer to take 70$ now or 70.7$ in 30 days. What should I choose? Answer in just a few words.,Take the 70$ now.,Take the 70.7$ in 30 days.,-1.0
t_00025,corrupt_t,closest_delay_pair_shorter_into_longer,scale=0.7|mult=1.1|t=7 days|repeat=1,scale=0.7|mult=1.1|t=30 days|repeat=1,y_later,x_now,1.0,0.0,0.7,0.7,1.1,1.1,7 days,30 days,70,77,70,77,1,I have an offer to take 70$ now or 77$ in 7 days. What should I choose? Answer in just a few words.,I have an offer to take 70$ now or 77$ in 30 days. What should I choose? Answer in just a few words.,Take the 77$ in 7 days.,Take the 70$ now.,1.0
t_00026,corrupt_t,closest_delay_pair_longer_into_shorter,scale=0.7|mult=1.1|t=30 days|repeat=1,scale=0.7|mult=1.1|t=7 days|repeat=1,x_now,y_later,0.0,1.0,0.7,0.7,1.1,1.1,30 days,7 days,70,77,70,77,1,I have an offer to take 70$ now or 77$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 70$ now or 77$ in 7 days. What should I choose? Answer in just a few words.,Take the 70$ now.,Take the 77$ in 7 days.,-1.0
t_00027,corrupt_t,closest_delay_pair_shorter_into_longer,scale=0.7|mult=1.5|t=30 days|repeat=1,scale=0.7|mult=1.5|t=90 days|repeat=1,y_later,x_now,1.0,0.0,0.7,0.7,1.5,1.5,30 days,90 days,70,105,70,105,1,I have an offer to take 70$ now or 105$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 70$ now or 105$ in 90 days. What should I choose? Answer in just a few words.,Take the 105$ in 30 days.,Take the 70$ now.,1.0
t_00028,corrupt_t,closest_delay_pair_longer_into_shorter,scale=0.7|mult=1.5|t=90 days|repeat=1,scale=0.7|mult=1.5|t=30 days|repeat=1,x_now,y_later,0.0,1.0,0.7,0.7,1.5,1.5,90 days,30 days,70,105,70,105,1,I have an offer to take 70$ now or 105$ in 90 days. What should I choose? Answer in just a few words.,I have an offer to take 70$ now or 105$ in 30 days. What should I choose? Answer in just a few words.,Take the 70$ now.,Take the 105$ in 30 days.,-1.0
t_00029,corrupt_t,closest_delay_pair_shorter_into_longer,scale=0.7|mult=2|t=30 days|repeat=1,scale=0.7|mult=2|t=90 days|repeat=1,y_later,x_now,1.0,0.0,0.7,0.7,2,2,30 days,90 days,70,140,70,140,1,I have an offer to take 70$ now or 140$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 70$ now or 140$ in 90 days. What should I choose? Answer in just a few words.,Take the 140$ in 30 days.,Take the 70$ now.,1.0
t_00030,corrupt_t,closest_delay_pair_longer_into_shorter,scale=0.7|mult=2|t=90 days|repeat=1,scale=0.7|mult=2|t=30 days|repeat=1,x_now,y_later,0.0,1.0,0.7,0.7,2,2,90 days,30 days,70,140,70,140,1,I have an offer to take 70$ now or 140$ in 90 days. What should I choose? Answer in just a few words.,I have an offer to take 70$ now or 140$ in 30 days. What should I choose? Answer in just a few words.,Take the 70$ now.,Take the 140$ in 30 days.,-1.0
t_00031,corrupt_t,closest_delay_pair_shorter_into_longer,scale=0.7|mult=5|t=90 days|repeat=1,scale=0.7|mult=5|t=365 days|repeat=1,y_later,x_now,1.0,0.0,0.7,0.7,5,5,90 days,365 days,70,350,70,350,1,I have an offer to take 70$ now or 350$ in 90 days. What should I choose? Answer in just a few words.,I have an offer to take 70$ now or 350$ in 365 days. What should I choose? Answer in just a few words.,Take the 350$ in 90 days.,Take the 70$ now.,1.0
t_00032,corrupt_t,closest_delay_pair_longer_into_shorter,scale=0.7|mult=5|t=365 days|repeat=1,scale=0.7|mult=5|t=90 days|repeat=1,x_now,y_later,0.0,1.0,0.7,0.7,5,5,365 days,90 days,70,350,70,350,1,I have an offer to take 70$ now or 350$ in 365 days. What should I choose? Answer in just a few words.,I have an offer to take 70$ now or 350$ in 90 days. What should I choose? Answer in just a few words.,Take the 70$ now.,Take the 350$ in 90 days.,-1.0
t_00033,corrupt_t,closest_delay_pair_shorter_into_longer,scale=1|mult=1.01|t=1 hour|repeat=1,scale=1|mult=1.01|t=8 hours|repeat=1,y_later,x_now,1.0,0.0,1,1,1.01,1.01,1 hour,8 hours,100,101,100,101,1,I have an offer to take 100$ now or 101$ in 1 hour. What should I choose? Answer in just a few words.,I have an offer to take 100$ now or 101$ in 8 hours. What should I choose? Answer in just a few words.,Take the $101 in 1 hour.,Take the 100$ now.,1.0
t_00034,corrupt_t,closest_delay_pair_longer_into_shorter,scale=1|mult=1.01|t=8 hours|repeat=1,scale=1|mult=1.01|t=1 hour|repeat=1,x_now,y_later,0.0,1.0,1,1,1.01,1.01,8 hours,1 hour,100,101,100,101,1,I have an offer to take 100$ now or 101$ in 8 hours. What should I choose? Answer in just a few words.,I have an offer to take 100$ now or 101$ in 1 hour. What should I choose? Answer in just a few words.,Take the 100$ now.,Take the $101 in 1 hour.,-1.0
t_00035,corrupt_t,closest_delay_pair_shorter_into_longer,scale=1|mult=1.1|t=1 hour|repeat=1,scale=1|mult=1.1|t=8 hours|repeat=1,y_later,x_now,1.0,0.0,1,1,1.1,1.1,1 hour,8 hours,100,110,100,110,1,I have an offer to take 100$ now or 110$ in 1 hour. What should I choose? Answer in just a few words.,I have an offer to take 100$ now or 110$ in 8 hours. What should I choose? Answer in just a few words.,Choose the 110$ in 1 hour.,Take the 100$ now.,1.0
t_00036,corrupt_t,closest_delay_pair_longer_into_shorter,scale=1|mult=1.1|t=8 hours|repeat=1,scale=1|mult=1.1|t=1 hour|repeat=1,x_now,y_later,0.0,1.0,1,1,1.1,1.1,8 hours,1 hour,100,110,100,110,1,I have an offer to take 100$ now or 110$ in 8 hours. What should I choose? Answer in just a few words.,I have an offer to take 100$ now or 110$ in 1 hour. What should I choose? Answer in just a few words.,Take the 100$ now.,Choose the 110$ in 1 hour.,-1.0
t_00037,corrupt_t,closest_delay_pair_shorter_into_longer,scale=1|mult=1.5|t=30 days|repeat=1,scale=1|mult=1.5|t=90 days|repeat=1,y_later,x_now,1.0,0.0,1,1,1.5,1.5,30 days,90 days,100,150,100,150,1,I have an offer to take 100$ now or 150$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 100$ now or 150$ in 90 days. What should I choose? Answer in just a few words.,"It depends on your financial needs and the opportunity cost. If you can invest the $100 and earn more than a 50% return in 30 days, take the $100. Otherwise, take the $150.",Take the 100$ now.,1.0
t_00038,corrupt_t,closest_delay_pair_longer_into_shorter,scale=1|mult=1.5|t=90 days|repeat=1,scale=1|mult=1.5|t=30 days|repeat=1,x_now,y_later,0.0,1.0,1,1,1.5,1.5,90 days,30 days,100,150,100,150,1,I have an offer to take 100$ now or 150$ in 90 days. What should I choose? Answer in just a few words.,I have an offer to take 100$ now or 150$ in 30 days. What should I choose? Answer in just a few words.,Take the 100$ now.,"It depends on your financial needs and the opportunity cost. If you can invest the $100 and earn more than a 50% return in 30 days, take the $100. Otherwise, take the $150.",-1.0
t_00039,corrupt_t,closest_delay_pair_shorter_into_longer,scale=1|mult=2|t=30 days|repeat=1,scale=1|mult=2|t=90 days|repeat=1,y_later,x_now,1.0,0.0,1,1,2,2,30 days,90 days,100,200,100,200,1,I have an offer to take 100$ now or 200$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 100$ now or 200$ in 90 days. What should I choose? Answer in just a few words.,"It depends on your financial needs and the interest rate you could earn on $100 in 30 days. If you can invest the $100 and earn more than ~7% in a month, take it now. Otherwise, take $200 in 30 days.",Take the 100$ now.,1.0
t_00040,corrupt_t,closest_delay_pair_longer_into_shorter,scale=1|mult=2|t=90 days|repeat=1,scale=1|mult=2|t=30 days|repeat=1,x_now,y_later,0.0,1.0,1,1,2,2,90 days,30 days,100,200,100,200,1,I have an offer to take 100$ now or 200$ in 90 days. What should I choose? Answer in just a few words.,I have an offer to take 100$ now or 200$ in 30 days. What should I choose? Answer in just a few words.,Take the 100$ now.,"It depends on your financial needs and the interest rate you could earn on $100 in 30 days. If you can invest the $100 and earn more than ~7% in a month, take it now. Otherwise, take $200 in 30 days.",-1.0
t_00041,corrupt_t,closest_delay_pair_shorter_into_longer,scale=1|mult=5|t=7 days|repeat=1,scale=1|mult=5|t=30 days|repeat=1,y_later,x_now,1.0,0.0,1,1,5,5,7 days,30 days,100,500,100,500,1,I have an offer to take 100$ now or 500$ in 7 days. What should I choose? Answer in just a few words.,I have an offer to take 100$ now or 500$ in 30 days. What should I choose? Answer in just a few words.,Take the 500$ in 7 days.,"It depends on your financial needs and the interest rate you could earn on $100 in 30 days. If you can invest the $100 at a rate higher than ~40% in 30 days, take it now. Otherwise, take the $500.",1.0
t_00042,corrupt_t,closest_delay_pair_longer_into_shorter,scale=1|mult=5|t=30 days|repeat=1,scale=1|mult=5|t=7 days|repeat=1,x_now,y_later,0.0,1.0,1,1,5,5,30 days,7 days,100,500,100,500,1,I have an offer to take 100$ now or 500$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 100$ now or 500$ in 7 days. What should I choose? Answer in just a few words.,"It depends on your financial needs and the interest rate you could earn on $100 in 30 days. If you can invest the $100 at a rate higher than ~40% in 30 days, take it now. Otherwise, take the $500.",Take the 500$ in 7 days.,-1.0
t_00043,corrupt_t,closest_delay_pair_shorter_into_longer,scale=1|mult=10|t=1825 days|repeat=1,scale=1|mult=10|t=3650 days|repeat=1,y_later,x_now,1.0,0.0,1,1,10,10,1825 days,3650 days,100,1000,100,1000,1,I have an offer to take 100$ now or 1000$ in 1825 days. What should I choose? Answer in just a few words.,I have an offer to take 100$ now or 1000$ in 3650 days. What should I choose? Answer in just a few words.,Take the $1000 in 1825 days.,Take the $100 now.,1.0
t_00044,corrupt_t,closest_delay_pair_longer_into_shorter,scale=1|mult=10|t=3650 days|repeat=1,scale=1|mult=10|t=1825 days|repeat=1,x_now,y_later,0.0,1.0,1,1,10,10,3650 days,1825 days,100,1000,100,1000,1,I have an offer to take 100$ now or 1000$ in 3650 days. What should I choose? Answer in just a few words.,I have an offer to take 100$ now or 1000$ in 1825 days. What should I choose? Answer in just a few words.,Take the $100 now.,Take the $1000 in 1825 days.,-1.0
t_00045,corrupt_t,closest_delay_pair_shorter_into_longer,scale=1|mult=100|t=30 days|repeat=1,scale=1|mult=100|t=90 days|repeat=1,y_later,x_now,1.0,0.0,1,1,100,100,30 days,90 days,100,10000,100,10000,1,I have an offer to take 100$ now or 10000$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 100$ now or 10000$ in 90 days. What should I choose? Answer in just a few words.,Choose 10000$ in 30 days.,Take the $100 now.,1.0
t_00046,corrupt_t,closest_delay_pair_longer_into_shorter,scale=1|mult=100|t=90 days|repeat=1,scale=1|mult=100|t=30 days|repeat=1,x_now,y_later,0.0,1.0,1,1,100,100,90 days,30 days,100,10000,100,10000,1,I have an offer to take 100$ now or 10000$ in 90 days. What should I choose? Answer in just a few words.,I have an offer to take 100$ now or 10000$ in 30 days. What should I choose? Answer in just a few words.,Take the $100 now.,Choose 10000$ in 30 days.,-1.0
t_00047,corrupt_t,closest_delay_pair_shorter_into_longer,scale=1.4|mult=1.01|t=1 hour|repeat=1,scale=1.4|mult=1.01|t=8 hours|repeat=1,y_later,x_now,1.0,0.0,1.4,1.4,1.01,1.01,1 hour,8 hours,140,141.4,140,141.4,1,I have an offer to take 140$ now or 141.4$ in 1 hour. What should I choose? Answer in just a few words.,I have an offer to take 140$ now or 141.4$ in 8 hours. What should I choose? Answer in just a few words.,Take the 141.4$ in 1 hour.,Take the 140$ now.,1.0
t_00048,corrupt_t,closest_delay_pair_longer_into_shorter,scale=1.4|mult=1.01|t=8 hours|repeat=1,scale=1.4|mult=1.01|t=1 hour|repeat=1,x_now,y_later,0.0,1.0,1.4,1.4,1.01,1.01,8 hours,1 hour,140,141.4,140,141.4,1,I have an offer to take 140$ now or 141.4$ in 8 hours. What should I choose? Answer in just a few words.,I have an offer to take 140$ now or 141.4$ in 1 hour. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 141.4$ in 1 hour.,-1.0
t_00049,corrupt_t,closest_delay_pair_shorter_into_longer,scale=1.4|mult=1.1|t=7 days|repeat=1,scale=1.4|mult=1.1|t=30 days|repeat=1,y_later,x_now,1.0,0.0,1.4,1.4,1.1,1.1,7 days,30 days,140,154,140,154,1,I have an offer to take 140$ now or 154$ in 7 days. What should I choose? Answer in just a few words.,I have an offer to take 140$ now or 154$ in 30 days. What should I choose? Answer in just a few words.,Take the 154$ in 7 days.,Take the 140$ now.,1.0
t_00050,corrupt_t,closest_delay_pair_longer_into_shorter,scale=1.4|mult=1.1|t=30 days|repeat=1,scale=1.4|mult=1.1|t=7 days|repeat=1,x_now,y_later,0.0,1.0,1.4,1.4,1.1,1.1,30 days,7 days,140,154,140,154,1,I have an offer to take 140$ now or 154$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 140$ now or 154$ in 7 days. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 154$ in 7 days.,-1.0
t_00051,corrupt_t,closest_delay_pair_shorter_into_longer,scale=1.4|mult=1.5|t=30 days|repeat=1,scale=1.4|mult=1.5|t=90 days|repeat=1,y_later,x_now,1.0,0.0,1.4,1.4,1.5,1.5,30 days,90 days,140,210,140,210,1,I have an offer to take 140$ now or 210$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 140$ now or 210$ in 90 days. What should I choose? Answer in just a few words.,Take the 210$ in 30 days.,Take the 140$ now.,1.0
t_00052,corrupt_t,closest_delay_pair_longer_into_shorter,scale=1.4|mult=1.5|t=90 days|repeat=1,scale=1.4|mult=1.5|t=30 days|repeat=1,x_now,y_later,0.0,1.0,1.4,1.4,1.5,1.5,90 days,30 days,140,210,140,210,1,I have an offer to take 140$ now or 210$ in 90 days. What should I choose? Answer in just a few words.,I have an offer to take 140$ now or 210$ in 30 days. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 210$ in 30 days.,-1.0
t_00053,corrupt_t,closest_delay_pair_shorter_into_longer,scale=1.4|mult=2|t=30 days|repeat=1,scale=1.4|mult=2|t=90 days|repeat=1,y_later,x_now,1.0,0.0,1.4,1.4,2,2,30 days,90 days,140,280,140,280,1,I have an offer to take 140$ now or 280$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 140$ now or 280$ in 90 days. What should I choose? Answer in just a few words.,Take the 280$ in 30 days.,Take the 140$ now.,1.0
t_00054,corrupt_t,closest_delay_pair_longer_into_shorter,scale=1.4|mult=2|t=90 days|repeat=1,scale=1.4|mult=2|t=30 days|repeat=1,x_now,y_later,0.0,1.0,1.4,1.4,2,2,90 days,30 days,140,280,140,280,1,I have an offer to take 140$ now or 280$ in 90 days. What should I choose? Answer in just a few words.,I have an offer to take 140$ now or 280$ in 30 days. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the 280$ in 30 days.,-1.0
t_00055,corrupt_t,closest_delay_pair_shorter_into_longer,scale=1.4|mult=5|t=1825 days|repeat=1,scale=1.4|mult=5|t=3650 days|repeat=1,y_later,x_now,1.0,0.0,1.4,1.4,5,5,1825 days,3650 days,140,700,140,700,1,I have an offer to take 140$ now or 700$ in 1825 days. What should I choose? Answer in just a few words.,I have an offer to take 140$ now or 700$ in 3650 days. What should I choose? Answer in just a few words.,Take the $700 in 1825 days.,Take the 140$ now.,1.0
t_00056,corrupt_t,closest_delay_pair_longer_into_shorter,scale=1.4|mult=5|t=3650 days|repeat=1,scale=1.4|mult=5|t=1825 days|repeat=1,x_now,y_later,0.0,1.0,1.4,1.4,5,5,3650 days,1825 days,140,700,140,700,1,I have an offer to take 140$ now or 700$ in 3650 days. What should I choose? Answer in just a few words.,I have an offer to take 140$ now or 700$ in 1825 days. What should I choose? Answer in just a few words.,Take the 140$ now.,Take the $700 in 1825 days.,-1.0
t_00057,corrupt_t,closest_delay_pair_shorter_into_longer,scale=1.4|mult=10|t=1825 days|repeat=1,scale=1.4|mult=10|t=3650 days|repeat=1,y_later,x_now,1.0,0.0,1.4,1.4,10,10,1825 days,3650 days,140,1400,140,1400,1,I have an offer to take 140$ now or 1400$ in 1825 days. What should I choose? Answer in just a few words.,I have an offer to take 140$ now or 1400$ in 3650 days. What should I choose? Answer in just a few words.,Take the $1400 in 1825 days.,Take the $140 now.,1.0
t_00058,corrupt_t,closest_delay_pair_longer_into_shorter,scale=1.4|mult=10|t=3650 days|repeat=1,scale=1.4|mult=10|t=1825 days|repeat=1,x_now,y_later,0.0,1.0,1.4,1.4,10,10,3650 days,1825 days,140,1400,140,1400,1,I have an offer to take 140$ now or 1400$ in 3650 days. What should I choose? Answer in just a few words.,I have an offer to take 140$ now or 1400$ in 1825 days. What should I choose? Answer in just a few words.,Take the $140 now.,Take the $1400 in 1825 days.,-1.0
t_00059,corrupt_t,closest_delay_pair_shorter_into_longer,scale=2|mult=1.01|t=1 day|repeat=1,scale=2|mult=1.01|t=2 days|repeat=1,y_later,x_now,1.0,0.0,2,2,1.01,1.01,1 day,2 days,200,202,200,202,1,I have an offer to take 200$ now or 202$ in 1 day. What should I choose? Answer in just a few words.,I have an offer to take 200$ now or 202$ in 2 days. What should I choose? Answer in just a few words.,Take the 202$ in 1 day.,Take 200$ now.,1.0
t_00060,corrupt_t,closest_delay_pair_longer_into_shorter,scale=2|mult=1.01|t=2 days|repeat=1,scale=2|mult=1.01|t=1 day|repeat=1,x_now,y_later,0.0,1.0,2,2,1.01,1.01,2 days,1 day,200,202,200,202,1,I have an offer to take 200$ now or 202$ in 2 days. What should I choose? Answer in just a few words.,I have an offer to take 200$ now or 202$ in 1 day. What should I choose? Answer in just a few words.,Take 200$ now.,Take the 202$ in 1 day.,-1.0
t_00061,corrupt_t,closest_delay_pair_shorter_into_longer,scale=2|mult=1.1|t=1 hour|repeat=1,scale=2|mult=1.1|t=8 hours|repeat=1,y_later,x_now,1.0,0.0,2,2,1.1,1.1,1 hour,8 hours,200,220,200,220,1,I have an offer to take 200$ now or 220$ in 1 hour. What should I choose? Answer in just a few words.,I have an offer to take 200$ now or 220$ in 8 hours. What should I choose? Answer in just a few words.,Take the 220$ in 1 hour.,Take the 200$ now.,1.0
t_00062,corrupt_t,closest_delay_pair_longer_into_shorter,scale=2|mult=1.1|t=8 hours|repeat=1,scale=2|mult=1.1|t=1 hour|repeat=1,x_now,y_later,0.0,1.0,2,2,1.1,1.1,8 hours,1 hour,200,220,200,220,1,I have an offer to take 200$ now or 220$ in 8 hours. What should I choose? Answer in just a few words.,I have an offer to take 200$ now or 220$ in 1 hour. What should I choose? Answer in just a few words.,Take the 200$ now.,Take the 220$ in 1 hour.,-1.0
t_00063,corrupt_t,closest_delay_pair_shorter_into_longer,scale=2|mult=1.5|t=7 days|repeat=1,scale=2|mult=1.5|t=30 days|repeat=1,y_later,x_now,1.0,0.0,2,2,1.5,1.5,7 days,30 days,200,300,200,300,1,I have an offer to take 200$ now or 300$ in 7 days. What should I choose? Answer in just a few words.,I have an offer to take 200$ now or 300$ in 30 days. What should I choose? Answer in just a few words.,Take the 300$ in 7 days.,Take the 200$ now.,1.0
t_00064,corrupt_t,closest_delay_pair_longer_into_shorter,scale=2|mult=1.5|t=30 days|repeat=1,scale=2|mult=1.5|t=7 days|repeat=1,x_now,y_later,0.0,1.0,2,2,1.5,1.5,30 days,7 days,200,300,200,300,1,I have an offer to take 200$ now or 300$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 200$ now or 300$ in 7 days. What should I choose? Answer in just a few words.,Take the 200$ now.,Take the 300$ in 7 days.,-1.0
t_00065,corrupt_t,closest_delay_pair_shorter_into_longer,scale=2|mult=2|t=30 days|repeat=1,scale=2|mult=2|t=90 days|repeat=1,y_later,x_now,1.0,0.0,2,2,2,2,30 days,90 days,200,400,200,400,1,I have an offer to take 200$ now or 400$ in 30 days. What should I choose? Answer in just a few words.,I have an offer to take 200$ now or 400$ in 90 days. What should I choose? Answer in just a few words.,"It depends on your financial needs and the interest rate you could earn on $200 in 30 days. If you can invest the $200 and earn more than ~7.1% in 30 days, take the $200. Otherwise, take the $400.",Take the 200$ now.,1.0
t_00066,corrupt_t,closest_delay_pair_longer_into_shorter,scale=2|mult=2|t=90 days|repeat=1,scale=2|mult=2|t=30 days|repeat=1,x_now,y_later,0.0,1.0,2,2,2,2,90 days,30 days,200,400,200,400,1,I have an offer to take 200$ now or 400$ in 90 days. What should I choose? Answer in just a few words.,I have an offer to take 200$ now or 400$ in 30 days. What should I choose? Answer in just a few words.,Take the 200$ now.,"It depends on your financial needs and the interest rate you could earn on $200 in 30 days. If you can invest the $200 and earn more than ~7.1% in 30 days, take the $200. Otherwise, take the $400.",-1.0
