probe,arm,comp_spans,comp_tokens,comp_share_alllayer,closed_tokens,ctx_tokens,context_fill,pathology,gold,pred,correct,parsed,mean_entropy,response
195,near_dup,26,91,0.002033977151435849,0,3206,0.7827,Anemia,C,C,True,True,0.06543039203279477,C
195,near_dup_comp_close,26,91,0.002033977151435849,91,3206,0.7827,Anemia,C,C,True,True,0.11381333578965495,C) Anemia
195,near_dup_rand_close,26,91,0.002033977151435849,91,3206,0.7827,Anemia,C,C,True,True,0.28946227639971767,C
195,random,26,91,0.002033977151435849,0,3241,0.7913,Anemia,C,C,True,True,0.10929357315899324,C
196,near_dup,32,150,0.0040311876766031705,0,2835,0.6921,Acute pulmonary edema,E,E,True,True,0.13342030904550484,E) Acute pulmonary edema
196,near_dup_comp_close,32,150,0.0040311876766031705,150,2835,0.6921,Acute pulmonary edema,E,B,False,True,0.029129964841345668,B) Possible NSTEMI / STEMI
196,near_dup_rand_close,32,150,0.0040311876766031705,150,2835,0.6921,Acute pulmonary edema,E,E,True,True,0.13674679182986438,E) Acute pulmonary edema
196,random,32,150,0.0040311876766031705,0,3312,0.8086,Acute pulmonary edema,E,E,True,True,0.3241831287741661,E
197,near_dup,26,92,0.0030629750915922714,0,3141,0.7668,Anemia,A,B,False,True,0.2951650731265545,B
197,near_dup_comp_close,26,92,0.0030629750915922714,92,3141,0.7668,Anemia,A,B,False,True,0.39884333685040474,B
197,near_dup_rand_close,26,92,0.0030629750915922714,92,3141,0.7668,Anemia,A,A,True,True,0.19016103063145237,A) Anemia
197,random,26,92,0.0030629750915922714,0,2826,0.6899,Anemia,A,A,True,True,0.19202047582562046,A) Anemia
198,near_dup,32,149,0.004129870331673385,0,2496,0.6094,Myasthenia gravis,B,B,True,True,0.34502995557886607,B
198,near_dup_comp_close,32,149,0.004129870331673385,149,2496,0.6094,Myasthenia gravis,B,B,True,True,0.08134695196678068,B) Myasthenia gravis
198,near_dup_rand_close,32,149,0.004129870331673385,149,2496,0.6094,Myasthenia gravis,B,B,True,True,0.42583099946568836,B
198,random,32,149,0.004129870331673385,0,2633,0.6428,Myasthenia gravis,B,B,True,True,0.001155936749967168,B
199,near_dup,25,86,0.0019201972079952335,0,3168,0.7734,Pulmonary neoplasm,C,A,False,True,0.1334418775746599,A) Tuberculosis
199,near_dup_comp_close,25,86,0.0019201972079952335,86,3168,0.7734,Pulmonary neoplasm,C,A,False,True,0.00703298226253537,A) Tuberculosis
199,near_dup_rand_close,25,86,0.0019201972079952335,86,3168,0.7734,Pulmonary neoplasm,C,A,False,True,0.11840861936798319,A) Tuberculosis
199,random,25,86,0.0019201972079952335,0,3418,0.8345,Pulmonary neoplasm,C,C,True,True,0.04687334829941392,C
200,near_dup,32,175,0.004828451565853796,0,2548,0.6221,Acute laryngitis,D,D,True,True,0.27586769219487906,D
200,near_dup_comp_close,32,175,0.004828451565853796,175,2548,0.6221,Acute laryngitis,D,D,True,True,0.020181035836281405,D) Acute laryngitis
200,near_dup_rand_close,32,175,0.004828451565853796,175,2548,0.6221,Acute laryngitis,D,D,True,True,0.04892514096107132,D) Acute laryngitis
200,random,32,175,0.004828451565853796,0,2873,0.7014,Acute laryngitis,D,D,True,True,0.0009417303620011808,D
201,near_dup,32,118,0.0033669147486760044,0,2371,0.5789,PSVT,D,D,True,True,0.20063767582178116,D
201,near_dup_comp_close,32,118,0.0033669147486760044,118,2371,0.5789,PSVT,D,D,True,True,0.2117063006011186,"D) PSVT (Paroxysmal Supraventricular Tachycardia)

Given the symptoms of palpitations, rapid heartbeat, shortness"
201,near_dup_rand_close,32,118,0.0033669147486760044,118,2371,0.5789,PSVT,D,D,True,True,0.5838254243135452,D
201,random,32,118,0.0033669147486760044,0,3403,0.8308,PSVT,D,D,True,True,0.0930352583527565,D
202,near_dup,32,143,0.005401861757144441,0,3450,0.8423,Possible NSTEMI / STEMI,C,C,True,True,0.137834846878377,C
202,near_dup_comp_close,32,143,0.005401861757144441,143,3450,0.8423,Possible NSTEMI / STEMI,C,C,True,True,0.04364845238269481,C) Possible NSTEMI / STEMI
202,near_dup_rand_close,32,143,0.005401861757144441,143,3450,0.8423,Possible NSTEMI / STEMI,C,C,True,True,0.2636408482749175,C
202,random,32,143,0.005401861757144441,0,2809,0.6858,Possible NSTEMI / STEMI,C,C,True,True,0.14738798867392688,C
203,near_dup,32,147,0.0040719499246217455,0,2560,0.625,Acute laryngitis,B,A,False,True,0.033398217631252516,A) Viral pharyngitis
203,near_dup_comp_close,32,147,0.0040719499246217455,147,2560,0.625,Acute laryngitis,B,B,True,True,0.01231597645078687,B) Acute laryngitis
203,near_dup_rand_close,32,147,0.0040719499246217455,147,2560,0.625,Acute laryngitis,B,A,False,True,0.010483040214694483,A) Viral pharyngitis
203,random,32,147,0.0040719499246217455,0,3153,0.7698,Acute laryngitis,B,A,False,True,0.062482769872051196,A) Viral pharyngitis
204,near_dup,32,113,0.002302271659055271,0,2942,0.7183,Pulmonary neoplasm,C,C,True,True,0.0007325583337660646,C
204,near_dup_comp_close,32,113,0.002302271659055271,113,2942,0.7183,Pulmonary neoplasm,C,C,True,True,0.021500558868865483,C
204,near_dup_rand_close,32,113,0.002302271659055271,113,2942,0.7183,Pulmonary neoplasm,C,C,True,True,0.004847816298934049,C
204,random,32,113,0.002302271659055271,0,3019,0.7371,Pulmonary neoplasm,C,C,True,True,0.0017192890900332713,C
205,near_dup,32,178,0.004607814214382449,0,2509,0.6125,Viral pharyngitis,E,E,True,True,0.12965892172319904,E) Viral pharyngitis
205,near_dup_comp_close,32,178,0.004607814214382449,178,2509,0.6125,Viral pharyngitis,E,E,True,True,0.08326964354758577,E) Viral pharyngitis
205,near_dup_rand_close,32,178,0.004607814214382449,178,2509,0.6125,Viral pharyngitis,E,E,True,True,0.14246226260658862,E) Viral pharyngitis
205,random,32,178,0.004607814214382449,0,3051,0.7449,Viral pharyngitis,E,A,False,True,0.054416287680194526,A) Acute laryngitis
206,near_dup,32,103,0.0023180976520292126,0,2683,0.655,Atrial fibrillation,E,E,True,True,0.0487362127751112,E
206,near_dup_comp_close,32,103,0.0023180976520292126,103,2683,0.655,Atrial fibrillation,E,E,True,True,0.11811202371921224,E) Atrial fibrillation
206,near_dup_rand_close,32,103,0.0023180976520292126,103,2683,0.655,Atrial fibrillation,E,E,True,True,0.31044657846469725,"E) Atrial fibrillation

Given the symptoms of shortness of breath, dizziness, palpitations, and the history of heart valve issues and COPD"
206,random,32,103,0.0023180976520292126,0,2678,0.6538,Atrial fibrillation,E,E,True,True,0.03491257298446726,E
207,near_dup,24,104,0.002170831536929902,0,3657,0.8928,Inguinal hernia,A,A,True,True,0.016354068525629373,A) Inguinal hernia
207,near_dup_comp_close,24,104,0.002170831536929902,104,3657,0.8928,Inguinal hernia,A,A,True,True,0.0023820338619771064,A) Inguinal hernia
207,near_dup_rand_close,24,104,0.002170831536929902,104,3657,0.8928,Inguinal hernia,A,A,True,True,0.07191834367790761,A) Inguinal hernia
207,random,24,104,0.002170831536929902,0,3186,0.7778,Inguinal hernia,A,A,True,True,0.08624852207981348,A) Inguinal hernia
208,near_dup,32,118,0.00508358207653386,0,3650,0.8911,URTI,A,A,True,True,0.018154557090762562,A) URTI
208,near_dup_comp_close,32,118,0.00508358207653386,118,3650,0.8911,URTI,A,A,True,True,0.05803585495229413,A) URTI (Upper Respiratory Tract Infection)
208,near_dup_rand_close,32,118,0.00508358207653386,118,3650,0.8911,URTI,A,A,True,True,0.015121148787746582,A) URTI
208,random,32,118,0.00508358207653386,0,3006,0.7339,URTI,A,A,True,True,0.07037973714291941,A) URTI
209,near_dup,32,115,0.004658823262944754,0,3721,0.9084,HIV (initial infection),D,D,True,True,0.3379304211848648,D
209,near_dup_comp_close,32,115,0.004658823262944754,115,3721,0.9084,HIV (initial infection),D,D,True,True,0.09967486971800099,D) HIV (initial infection)
209,near_dup_rand_close,32,115,0.004658823262944754,115,3721,0.9084,HIV (initial infection),D,D,True,True,0.263944351056125,D
209,random,32,115,0.004658823262944754,0,3360,0.8203,HIV (initial infection),D,D,True,True,0.0037487492390937405,D
210,near_dup,24,95,0.0019264726294028517,0,3803,0.9285,Anaphylaxis,A,A,True,True,0.10286079766904013,A) Anaphylaxis
210,near_dup_comp_close,24,95,0.0019264726294028517,95,3803,0.9285,Anaphylaxis,A,A,True,True,0.0020979260158680646,A) Anaphylaxis
210,near_dup_rand_close,24,95,0.0019264726294028517,95,3803,0.9285,Anaphylaxis,A,A,True,True,0.055030522978829106,A) Anaphylaxis
210,random,24,95,0.0019264726294028517,0,3317,0.8098,Anaphylaxis,A,A,True,True,0.03190371496618586,A) Anaphylaxis
211,near_dup,32,140,0.003836310441506182,0,3327,0.8123,Viral pharyngitis,C,B,False,True,0.10840129943971988,B
211,near_dup_comp_close,32,140,0.003836310441506182,140,3327,0.8123,Viral pharyngitis,C,B,False,True,0.12790400855582681,B) URTI (Upper Respiratory Tract Infection)
211,near_dup_rand_close,32,140,0.003836310441506182,140,3327,0.8123,Viral pharyngitis,C,B,False,True,0.30106059433273913,B
211,random,32,140,0.003836310441506182,0,2991,0.7302,Viral pharyngitis,C,B,False,True,0.19808053812778326,B
212,near_dup,32,152,0.0035661573337742373,0,3046,0.7437,Anaphylaxis,D,D,True,True,0.11519624486774253,D) Anaphylaxis
212,near_dup_comp_close,32,152,0.0035661573337742373,152,3046,0.7437,Anaphylaxis,D,D,True,True,0.038188518205808056,D) Anaphylaxis
212,near_dup_rand_close,32,152,0.0035661573337742373,152,3046,0.7437,Anaphylaxis,D,D,True,True,0.06106180003962436,D) Anaphylaxis
212,random,32,152,0.0035661573337742373,0,3015,0.7361,Anaphylaxis,D,D,True,True,0.35104653888424764,D
213,near_dup,32,136,0.006759073925275113,0,2948,0.7197,Stable angina,D,A,False,True,0.10155663155912861,A) Possible NSTEMI / STEMI
213,near_dup_comp_close,32,136,0.006759073925275113,136,2948,0.7197,Stable angina,D,A,False,True,0.00986169144378266,A) Possible NSTEMI / STEMI
213,near_dup_rand_close,32,136,0.006759073925275113,136,2948,0.7197,Stable angina,D,D,True,True,0.6307951807975769,D
213,random,32,136,0.006759073925275113,0,2550,0.6226,Stable angina,D,A,False,True,0.018626794254831224,A) Possible NSTEMI / STEMI
215,near_dup,30,134,0.003817813878241127,0,2603,0.6355,GERD,B,B,True,True,0.0032813704367526952,B
215,near_dup_comp_close,30,134,0.003817813878241127,134,2603,0.6355,GERD,B,B,True,True,0.14076728804293454,B) GERD
215,near_dup_rand_close,30,134,0.003817813878241127,134,2603,0.6355,GERD,B,B,True,True,0.32399557765984355,B
215,random,30,134,0.003817813878241127,0,3741,0.9133,GERD,B,B,True,True,0.06956667101667335,B
216,near_dup,32,133,0.0035521166040034914,0,2468,0.6025,Atrial fibrillation,C,B,False,True,0.05449245125055313,B
216,near_dup_comp_close,32,133,0.0035521166040034914,133,2468,0.6025,Atrial fibrillation,C,B,False,True,0.4914572164416313,B
216,near_dup_rand_close,32,133,0.0035521166040034914,133,2468,0.6025,Atrial fibrillation,C,B,False,True,0.5704896450042725,B
216,random,32,133,0.0035521166040034914,0,3256,0.7949,Atrial fibrillation,C,C,True,True,0.4286125749349594,C
217,near_dup,24,96,0.0018811889788870652,0,2558,0.6245,Epiglottitis,E,D,False,True,0.11956859902054223,D) Acute laryngitis
217,near_dup_comp_close,24,96,0.0018811889788870652,96,2558,0.6245,Epiglottitis,E,D,False,True,0.03713181557475309,D) Acute laryngitis
217,near_dup_rand_close,24,96,0.0018811889788870652,96,2558,0.6245,Epiglottitis,E,D,False,True,0.09500271349947474,D) Acute laryngitis
217,random,24,96,0.0018811889788870652,0,3354,0.8188,Epiglottitis,E,D,False,True,0.27615122007955506,D
218,near_dup,26,99,0.0021471037572165595,0,2437,0.595,Myasthenia gravis,D,D,True,True,0.12738495516988893,D) Myasthenia gravis
218,near_dup_comp_close,26,99,0.0021471037572165595,99,2437,0.595,Myasthenia gravis,D,D,True,True,0.0822329380208302,D) Myasthenia gravis
218,near_dup_rand_close,26,99,0.0021471037572165595,99,2437,0.595,Myasthenia gravis,D,D,True,True,0.18164782604878438,"D) Myasthenia gravis

The patient's symptoms of double vision, difficulty articulating words/speaking, and muscle weakness that increases with fatigue"
218,random,26,99,0.0021471037572165595,0,2922,0.7134,Myasthenia gravis,D,D,True,True,0.0772515417819335,D
219,near_dup,32,136,0.003263771033010284,0,2487,0.6072,Viral pharyngitis,D,B,False,True,0.0366928456351161,B
219,near_dup_comp_close,32,136,0.003263771033010284,136,2487,0.6072,Viral pharyngitis,D,D,True,True,0.11130402857997979,D) Viral pharyngitis
219,near_dup_rand_close,32,136,0.003263771033010284,136,2487,0.6072,Viral pharyngitis,D,B,False,True,0.09358770749531686,B
219,random,32,136,0.003263771033010284,0,3083,0.7527,Viral pharyngitis,D,A,False,True,0.041617659294767385,A) Acute laryngitis
220,near_dup,32,127,0.004841806623010184,0,2517,0.6145,Myocarditis,C,E,False,True,0.2918069225270301,E
220,near_dup_comp_close,32,127,0.004841806623010184,127,2517,0.6145,Myocarditis,C,E,False,True,0.033106601500199416,E) Possible NSTEMI / STEMI
220,near_dup_rand_close,32,127,0.004841806623010184,127,2517,0.6145,Myocarditis,C,E,False,True,0.542775958776474,E
220,random,32,127,0.004841806623010184,0,3072,0.75,Myocarditis,C,E,False,True,0.4694952070713043,E
222,near_dup,32,159,0.0045247230844411524,0,3362,0.8208,Pancreatic neoplasm,D,D,True,True,0.02171486743100104,D
222,near_dup_comp_close,32,159,0.0045247230844411524,159,3362,0.8208,Pancreatic neoplasm,D,D,True,True,0.2898354397621006,D
222,near_dup_rand_close,32,159,0.0045247230844411524,159,3362,0.8208,Pancreatic neoplasm,D,D,True,True,0.12770965930394595,D
222,random,32,159,0.0045247230844411524,0,3234,0.7896,Pancreatic neoplasm,D,D,True,True,0.010685495057259686,D
223,near_dup,32,159,0.003561780149841642,0,2361,0.5764,Acute dystonic reactions,C,C,True,True,0.06468525555271754,C
223,near_dup_comp_close,32,159,0.003561780149841642,159,2361,0.5764,Acute dystonic reactions,C,C,True,True,0.02077109807856914,C) Acute dystonic reactions
223,near_dup_rand_close,32,159,0.003561780149841642,159,2361,0.5764,Acute dystonic reactions,C,C,True,True,0.08761500083852525,C) Acute dystonic reactions
223,random,32,159,0.003561780149841642,0,2703,0.6599,Acute dystonic reactions,C,C,True,True,0.06494452944707518,C
224,near_dup,24,102,0.0028237282585880873,0,2933,0.7161,Acute pulmonary edema,E,B,False,True,0.31662516482174397,B
224,near_dup_comp_close,24,102,0.0028237282585880873,102,2933,0.7161,Acute pulmonary edema,E,B,False,True,0.20435607433319092,B
224,near_dup_rand_close,24,102,0.0028237282585880873,102,2933,0.7161,Acute pulmonary edema,E,B,False,True,0.20455721020698547,B
224,random,24,102,0.0028237282585880873,0,3397,0.8293,Acute pulmonary edema,E,A,False,True,0.25239155679264513,A
225,near_dup,31,145,0.003404328887148294,0,3916,0.9561,Pulmonary neoplasm,C,C,True,True,0.2097230599165414,C
225,near_dup_comp_close,31,145,0.003404328887148294,145,3916,0.9561,Pulmonary neoplasm,C,C,True,True,0.024920792200589403,C) Pulmonary neoplasm
225,near_dup_rand_close,31,145,0.003404328887148294,145,3916,0.9561,Pulmonary neoplasm,C,C,True,True,0.07888322873961329,C) Pulmonary neoplasm
225,random,31,145,0.003404328887148294,0,2701,0.6594,Pulmonary neoplasm,C,C,True,True,0.02316606091335416,C
226,near_dup,32,163,0.004780106208375494,0,2568,0.627,Guillain-Barré syndrome,D,D,True,True,0.9919934272766113,D
226,near_dup_comp_close,32,163,0.004780106208375494,163,2568,0.627,Guillain-Barré syndrome,D,D,True,True,0.21856578744252797,"D) Guillain-Barré syndrome

The symptoms of numbness, loss of sensation or tingling in the feet, along with weakness or paralysis in one"
226,near_dup_rand_close,32,163,0.004780106208375494,163,2568,0.627,Guillain-Barré syndrome,D,D,True,True,0.22416666603255742,"D) Guillain-Barré syndrome

The symptoms of numbness, loss of sensation or tingling in the feet, along as weakness or paralysis in one"
226,random,32,163,0.004780106208375494,0,3156,0.7705,Guillain-Barré syndrome,D,D,True,True,0.0021804101662610265,D
227,near_dup,32,151,0.0037874187562653874,0,2956,0.7217,Pulmonary embolism,A,A,True,True,0.339265175464476,A
227,near_dup_comp_close,32,151,0.0037874187562653874,151,2956,0.7217,Pulmonary embolism,A,A,True,True,0.011115647123432382,A) Pulmonary embolism
227,near_dup_rand_close,32,151,0.0037874187562653874,151,2956,0.7217,Pulmonary embolism,A,A,True,True,0.02488388583618928,A) Pulmonary embolism
227,random,32,151,0.0037874187562653874,0,3312,0.8086,Pulmonary embolism,A,A,True,True,0.01799282725397866,A) Pulmonary embolism
228,near_dup,32,159,0.004575448264686598,0,3586,0.8755,Pericarditis,E,E,True,True,0.31544944414054044,E
228,near_dup_comp_close,32,159,0.004575448264686598,159,3586,0.8755,Pericarditis,E,B,False,True,0.15034631393137943,B) Possible NSTEMI / STEMI
228,near_dup_rand_close,32,159,0.004575448264686598,159,3586,0.8755,Pericarditis,E,E,True,True,0.11853419808824128,E) Pericarditis
228,random,32,159,0.004575448264686598,0,2517,0.6145,Pericarditis,E,B,False,True,0.3200178276747465,B
229,near_dup,24,102,0.002142153239750282,0,3635,0.8875,Inguinal hernia,A,B,False,True,0.45801571011543274,B
229,near_dup_comp_close,24,102,0.002142153239750282,102,3635,0.8875,Inguinal hernia,A,A,True,True,0.19267347766253806,A) Inguinal hernia
229,near_dup_rand_close,24,102,0.002142153239750282,102,3635,0.8875,Inguinal hernia,A,D,False,True,0.5250546932220459,D
229,random,24,102,0.002142153239750282,0,3046,0.7437,Inguinal hernia,A,B,False,True,0.1382534820586443,B
230,near_dup,32,165,0.0041307432409027345,0,3649,0.8909,Panic attack,C,E,False,True,0.0070765214040875435,E
230,near_dup_comp_close,32,165,0.0041307432409027345,165,3649,0.8909,Panic attack,C,E,False,True,0.3017686903476715,E
230,near_dup_rand_close,32,165,0.0041307432409027345,165,3649,0.8909,Panic attack,C,E,False,True,0.014576409244909883,E
230,random,32,165,0.0041307432409027345,0,3358,0.8198,Panic attack,C,E,False,True,0.010686545967473648,E
231,near_dup,24,107,0.002199269902928993,0,3131,0.7644,Acute pulmonary edema,A,A,True,True,0.07050322834763278,A) Acute pulmonary edema
231,near_dup_comp_close,24,107,0.002199269902928993,107,3131,0.7644,Acute pulmonary edema,A,A,True,True,0.004578219051381893,A) Acute pulmonary edema
231,near_dup_rand_close,24,107,0.002199269902928993,107,3131,0.7644,Acute pulmonary edema,A,A,True,True,0.03566543301951697,A) Acute pulmonary edema
231,random,24,107,0.002199269902928993,0,3360,0.8203,Acute pulmonary edema,A,B,False,True,0.018156999023631215,B
232,near_dup,24,114,0.003005294418706055,0,2729,0.6663,Sarcoidosis,E,E,True,True,0.9299096465110779,E
232,near_dup_comp_close,24,114,0.003005294418706055,114,2729,0.6663,Sarcoidosis,E,C,False,True,0.4355247761167256,"Given the symptoms and history provided, the most likely diagnosis is:

C) Acute dystonic reactions

The symptoms of painful, burning sensations in multiple fingers,"
232,near_dup_rand_close,24,114,0.003005294418706055,114,2729,0.6663,Sarcoidosis,E,E,True,True,1.1637122631072998,E
232,random,24,114,0.003005294418706055,0,3192,0.7793,Sarcoidosis,E,C,False,True,0.4017732793957087,"C) Acute dystonic reactions

The symptoms described, including painful and swollen lymph nodes, muscle contractions, and eye redness, are more consistent with"
233,near_dup,24,104,0.0022977403657241735,0,3688,0.9004,Inguinal hernia,A,A,True,True,0.07836266136564518,A) Inguinal hernia
233,near_dup_comp_close,24,104,0.0022977403657241735,104,3688,0.9004,Inguinal hernia,A,A,True,True,0.004069717607308121,A) Inguinal hernia
233,near_dup_rand_close,24,104,0.0022977403657241735,104,3688,0.9004,Inguinal hernia,A,A,True,True,0.05454167315701852,A) Inguinal hernia
233,random,24,104,0.0022977403657241735,0,3097,0.7561,Inguinal hernia,A,A,True,True,0.33027599693332377,A
234,near_dup,32,116,0.003368125548843637,0,2599,0.6345,Atrial fibrillation,C,C,True,True,0.07271188010463447,C
234,near_dup_comp_close,32,116,0.003368125548843637,116,2599,0.6345,Atrial fibrillation,C,C,True,True,0.07286232618636339,C) Atrial fibrillation
234,near_dup_rand_close,32,116,0.003368125548843637,116,2599,0.6345,Atrial fibrillation,C,C,True,True,0.33131867104111734,C
234,random,32,116,0.003368125548843637,0,2899,0.7078,Atrial fibrillation,C,C,True,True,0.07150610486132791,C
235,near_dup,32,88,0.0025405025265487335,0,3334,0.814,PSVT,C,B,False,True,0.10133781470358372,B
235,near_dup_comp_close,32,88,0.0025405025265487335,88,3334,0.814,PSVT,C,B,False,True,0.1803286322130589,B) Cluster headache
235,near_dup_rand_close,32,88,0.0025405025265487335,88,3334,0.814,PSVT,C,C,True,True,0.2782171433791518,C
235,random,32,88,0.0025405025265487335,0,2990,0.73,PSVT,C,B,False,True,0.0012589737402777246,B
236,near_dup,24,126,0.003150054343578932,0,3297,0.8049,Panic attack,D,D,True,True,0.16072951781973188,D
236,near_dup_comp_close,24,126,0.003150054343578932,126,3297,0.8049,Panic attack,D,D,True,True,0.027175621214820467,D) Panic attack
236,near_dup_rand_close,24,126,0.003150054343578932,126,3297,0.8049,Panic attack,D,D,True,True,0.17228046056118274,D
236,random,24,126,0.003150054343578932,0,2958,0.7222,Panic attack,D,D,True,True,0.07202872431304286,D
237,near_dup,32,172,0.004670890687179234,0,3131,0.7644,Pericarditis,C,C,True,True,0.26707500708289444,C
237,near_dup_comp_close,32,172,0.004670890687179234,172,3131,0.7644,Pericarditis,C,A,False,True,0.04762495188958269,A) Possible NSTEMI / STEMI
237,near_dup_rand_close,32,172,0.004670890687179234,172,3131,0.7644,Pericarditis,C,C,True,True,0.13096763009861792,C) Pericarditis
237,random,32,172,0.004670890687179234,0,2841,0.6936,Pericarditis,C,B,False,True,0.42939694225788116,B
238,near_dup,32,102,0.00388613498460688,0,2726,0.6655,Influenza,D,B,False,True,0.06674336083233356,B
238,near_dup_comp_close,32,102,0.00388613498460688,102,2726,0.6655,Influenza,D,B,False,True,0.35170960983227484,"B) URTI

The symptoms described (pain, sore throat, diffuse muscle pain, cough, and runny nose) are consistent with an Upper Respir"
238,near_dup_rand_close,32,102,0.00388613498460688,102,2726,0.6655,Influenza,D,B,False,True,0.41099777817726135,B
238,random,32,102,0.00388613498460688,0,2712,0.6621,Influenza,D,B,False,True,0.19834803337141693,B
239,near_dup,32,134,0.00408482361864946,0,3205,0.7825,GERD,E,E,True,True,0.1286026529587616,E
239,near_dup_comp_close,32,134,0.00408482361864946,134,3205,0.7825,GERD,E,E,True,True,0.3587104035541415,E
239,near_dup_rand_close,32,134,0.00408482361864946,134,3205,0.7825,GERD,E,E,True,True,0.2774116013724779,E
239,random,32,134,0.00408482361864946,0,3094,0.7554,GERD,E,E,True,True,0.10065127547341035,E
240,near_dup,24,102,0.0022135878599258514,0,3401,0.8303,Anaphylaxis,C,C,True,True,0.19904790392229188,C
240,near_dup_comp_close,24,102,0.0022135878599258514,102,3401,0.8303,Anaphylaxis,C,C,True,True,0.010159190766298056,C) Anaphylaxis
240,near_dup_rand_close,24,102,0.0022135878599258514,102,3401,0.8303,Anaphylaxis,C,C,True,True,0.2682478465821987,C
240,random,24,102,0.0022135878599258514,0,2926,0.7144,Anaphylaxis,C,C,True,True,0.01044197642423228,C
241,near_dup,25,130,0.003136577304017754,0,3071,0.7498,Pulmonary embolism,C,D,False,True,0.019934746356739197,D
241,near_dup_comp_close,25,130,0.003136577304017754,130,3071,0.7498,Pulmonary embolism,C,A,False,True,0.006425316245370283,A) Possible NSTEMI / STEMI
241,near_dup_rand_close,25,130,0.003136577304017754,130,3071,0.7498,Pulmonary embolism,C,D,False,True,0.211093737729243,D
241,random,25,130,0.003136577304017754,0,3198,0.7808,Pulmonary embolism,C,C,True,True,0.0036080648860661313,C
242,near_dup,26,117,0.0033361747653540214,0,3458,0.8442,Pericarditis,A,A,True,True,0.4801318049430847,A
242,near_dup_comp_close,26,117,0.0033361747653540214,117,3458,0.8442,Pericarditis,A,C,False,True,0.05825688452459872,C) Possible NSTEMI / STEMI
242,near_dup_rand_close,26,117,0.0033361747653540214,117,3458,0.8442,Pericarditis,A,C,False,True,0.3128955811262131,C
242,random,26,117,0.0033361747653540214,0,3389,0.8274,Pericarditis,A,C,False,True,0.031135044526308775,C
243,near_dup,32,152,0.003992189177342388,0,3383,0.8259,Pericarditis,A,A,True,True,0.10766333966561044,A) Pericarditis
243,near_dup_comp_close,32,152,0.003992189177342388,152,3383,0.8259,Pericarditis,A,D,False,True,0.09659809398749246,D) Possible NSTEMI / STEMI
243,near_dup_rand_close,32,152,0.003992189177342388,152,3383,0.8259,Pericarditis,A,D,False,True,0.10001517832279205,D
243,random,32,152,0.003992189177342388,0,3205,0.7825,Pericarditis,A,D,False,True,0.17096834357107582,D
244,near_dup,25,100,0.002660366912462201,0,3660,0.8936,Localized edema,E,E,True,True,0.36362649872899055,E
244,near_dup_comp_close,25,100,0.002660366912462201,100,3660,0.8936,Localized edema,E,E,True,True,0.1531745042057732,E) Localized edema
244,near_dup_rand_close,25,100,0.002660366912462201,100,3660,0.8936,Localized edema,E,E,True,True,0.4694794031107641,"E) Localized edema

Given the symptoms and history, the most likely diagnosis is localized edema, particularly considering the recent use in weight, the presence"
244,random,25,100,0.002660366912462201,0,2958,0.7222,Localized edema,E,E,True,True,0.09579976974055171,E
245,near_dup,32,184,0.004281163673536163,0,2824,0.6895,Pericarditis,B,B,True,True,0.30982158705592155,B
245,near_dup_comp_close,32,184,0.004281163673536163,184,2824,0.6895,Pericarditis,B,D,False,True,0.03633586392277266,D) Possible NSTEMI / STEMI
245,near_dup_rand_close,32,184,0.004281163673536163,184,2824,0.6895,Pericarditis,B,B,True,True,0.571313738822937,B
245,random,32,184,0.004281163673536163,0,3281,0.801,Pericarditis,B,D,False,True,0.3439959195775373,D
246,near_dup,24,89,0.0016804445795622093,0,3300,0.8057,Anemia,E,E,True,True,0.19379058087283738,E) Anemia
246,near_dup_comp_close,24,89,0.0016804445795622093,89,3300,0.8057,Anemia,E,E,True,True,0.09322112553239208,E) Anemia
246,near_dup_rand_close,24,89,0.0016804445795622093,89,3300,0.8057,Anemia,E,E,True,True,0.11362377754851423,E) Anemia
246,random,24,89,0.0016804445795622093,0,2937,0.717,Anemia,E,E,True,True,0.14476538172675646,E
247,near_dup,32,173,0.00549800406833629,0,2250,0.5493,Acute dystonic reactions,D,A,False,True,0.039377775628971615,A) Myasthenia gravis
247,near_dup_comp_close,32,173,0.00549800406833629,173,2250,0.5493,Acute dystonic reactions,D,A,False,True,0.0014065218446401356,A) Myasthenia gravis
247,near_dup_rand_close,32,173,0.00549800406833629,173,2250,0.5493,Acute dystonic reactions,D,A,False,True,0.015180351446948256,A) Myasthenia gravis
247,random,32,173,0.00549800406833629,0,3020,0.7373,Acute dystonic reactions,D,A,False,True,0.15023866762182259,A
248,near_dup,32,164,0.004222467954118033,0,2245,0.5481,Acute dystonic reactions,D,D,True,True,0.22318608337354817,D
248,near_dup_comp_close,32,164,0.004222467954118033,164,2245,0.5481,Acute dystonic reactions,D,D,True,True,0.015400181933443946,D) Acute dystonic reactions
248,near_dup_rand_close,32,164,0.004222467954118033,164,2245,0.5481,Acute dystonic reactions,D,D,True,True,0.06934839959041028,D) Acute dystonic reactions
248,random,32,164,0.004222467954118033,0,2981,0.7278,Acute dystonic reactions,D,A,False,True,0.2591040264815092,A
249,near_dup,32,144,0.0032116625405271848,0,2282,0.5571,Tuberculosis,B,B,True,True,0.03359962588365306,B
249,near_dup_comp_close,32,144,0.0032116625405271848,144,2282,0.5571,Tuberculosis,B,B,True,True,0.09552592511108741,B) Tuberculosis
